CODIGO_OFICINA;IDCLIENTE_ESTABLECIMIENTO;CODIGO DANE;ID_MUNICIPIO;NOMBRE_OFICINA;NOMBRE MUNICIPIO;IDMUN_ACT_ECONOMICA;ID_PUC;CODIGO CUENTA;IDTIPO_CALCULO;Tipo de Calculo (Ley/Municipal);ESTADO;ID_ESTADO
140;873;76001;1100;OPERACIONES INTERNACIONAL EN CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3758;874;76001;1100;SUBGERENCIA ADMINISTRATIVA REGIONAL VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
115;875;76001;1100;SUBGERENCIA COMERCIAL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
130;876;76001;1100;SUBGERENCIA DE FINANCIAMIENTO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3759;877;76001;1100;SUBGERENCIA DE TALENTO HUMANO REG VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3791;878;76001;1100;SUBGERENCIA EMPRESARIAL Y PYME REGIONAL VALLE Y CAUCA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
103;879;76001;1100;CARRERA CUARTA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
105;880;76001;1100;COSMOCENTRO 2;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
107;881;76001;1100;COLON;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
109;882;76001;1100;SINERGIA CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
111;883;76001;1100;AREA CARTERA CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
114;884;76001;1100;GB CTRO EFEC SAN QUI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
116;885;76001;1100;GB ALAMEDA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
117;886;76001;1100;CANAL AUTOSERV CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
121;887;76001;1100;GB CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
126;888;76001;1100;UNICALI 3;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
128;889;76001;1100;GB CHIPICHAPE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
129;890;76001;1100;NUEVA TEQUENDAMA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
131;891;76001;1100;GB ALAMEDA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
136;892;76001;1100;RED MULTICOLOR CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
137;893;76001;1100;TELEFONO ROJO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
138;894;76001;1100;GB AV SEXTA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
141;895;76001;1100;JEFE VENTAS CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
142;896;76001;1100;COORD CIAL VTAS 1 CA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
143;897;76001;1100;DIRECTOR VTAS 1 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
144;898;76001;1100;DIRECTOR VTAS 2 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
145;899;76001;1100;DIRECTOR VTAS 3 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
146;900;76001;1100;DIRECTOR VTAS 4 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
147;901;76001;1100;DIR DE VTAS 5 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
149;902;76001;1100;GB CARRERA PRIMERA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
150;903;76001;1100;CENTRO DE OPE CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
151;904;76001;1100;GB CARREA QUINCE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
154;905;76001;1100;OFICINA MOVIL NO 7;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
156;906;76001;1100;CENCOSUD METRO LA 70;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
158;907;76001;1100;CEN CJE Y REM GB CAL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
163;908;76001;1100;SAN FRANCISCO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
169;909;76001;1100;ROOSVELT;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
171;910;76001;1100;GRANADA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
174;911;76001;1100;CARRERA PRIMERA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
177;912;76001;1100;ALFEREZ REAL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
180;913;76001;1100;PASO ANCHO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
181;914;76001;1100;SANTA RITA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
182;915;76001;1100;LA BASE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
183;916;76001;1100;CALLE NOVENA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
186;917;76364;1104;JAMUNDI;JAMUNDI;114;2;4102020015;2;MUNICIPIO;ACTIVO;1
187;918;76001;1100;LA SEXTA NORTE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
188;919;76001;1100;CHIPICHAPE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
189;920;76001;1100;OFICINA EMPRE SIDELPLA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
192;921;76001;1100;RAPICADE MUNIC CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
193;922;76001;1100;HOME CENTER;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
194;923;76001;1100;RIO CAUCA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
195;924;76001;1100;CENTRO EFEC CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
196;925;76001;1100;CALI NVA 0901;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
197;926;76001;1100;CALI NVA 0902;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
198;927;76001;1100;CAJER REMOTO 2 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
199;928;76001;1100;ADMON CAJEROS REMOT;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1938;929;76001;1100;UNEN VEH VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1939;930;76001;1100;BPO CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1940;931;76001;1100;CASA CALDAS;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1941;932;76001;1100;PUNT ESP TERR POPAYA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1942;933;76001;1100;PUNTO ESPEC POPAYA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1943;934;76001;1100;OFICINA VIRTUAL BUENAVENTUR;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1945;935;76001;1100;CARREARAS;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1946;936;76001;1100;F E VIVIE REG VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1948;937;76001;1100;CARRERA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1949;938;76001;1100;OFICINA VIRTUAL CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1950;939;76113;1070;BUGALAGRANDE;BUGALAGRANDE;132;2;4102020015;2;MUNICIPIO;ACTIVO;1
1951;940;76890;1080;YOTOCO;YOTOCO;133;2;4102020015;2;MUNICIPIO;ACTIVO;1
1952;941;76001;1100;OFICINA VIRTUAL JAMUNDI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1953;942;76001;1100;OFICINA VIRTUAL LA UNION VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1954;943;76001;1100;OFICINA VIRTUAL OBANDO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1955;944;76001;1100;OFICINA VIRTUAL VALLE CAUC;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1956;945;76001;1100;OFICINA VIRTUAL POPAYAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1957;946;76001;1100;OFICINA VIRTUAL RESTREPO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1958;947;76001;1100;OFICINA VIRTUAL ROLDANILLO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1959;948;76001;1100;OFICINA VIRTUAL SANT QUILICHAO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1962;949;19001;405;GB CARRRERA 6A POPAY;POPAYAN;52;2;4102020015;2;MUNICIPIO;ACTIVO;1
1963;950;19001;405;POPAYAN NUEVA 0803;POPAYAN;52;2;4102020015;2;MUNICIPIO;ACTIVO;1
1964;951;76001;1100;PTO ESPEC GOB CAUCA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1965;952;76001;1100;OFICINA VIRTUAL TULUA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1966;953;76001;1100;OFICINA VIRTUAL VERSALLES;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1967;954;76001;1100;OFICINA VIRTUAL YUMBO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1971;955;76001;1100;BS CTRO OPE POPAYAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1972;956;76001;1100;C REC Y PAGO POPAYAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1973;957;76001;1100;C REC Y PAGO AVEN PL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
1995;958;76001;1100;CENTRO EFEC POPAYAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
2100;959;76001;1100;DIR ADMINISTRATIVA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
2161;960;76109;1097;GB BUENAVENTURA;BUENAVENTURA;108;2;4102020015;2;MUNICIPIO;ACTIVO;1
2195;961;76001;1100;CENTRO EFEC BUENAVEN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
2767;962;76001;1100;OFICINA EXPRESS FAC;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3701;963;76001;1100;RETAIL INTERC CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3703;964;76892;1109;TRANSITO YUMBO;YUMBO;595;2;4102020015;2;MUNICIPIO;ACTIVO;1
3734;965;76001;1100;CORD JURIDICA COBRAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3744;966;76001;1100;PUNTO ESPECIALIZADO ALCALDIA PUERTO TEJADA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3745;967;76001;1100;PUNT ESP TRANS YUMBO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3746;968;76001;1100;CTRO REC Y PAG RIO C;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3747;969;76001;1100;PUNT ESP ALPINA CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3748;970;76001;1100;PUNT ESP ALPINA POPA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3753;971;76001;1100;CTRO RECAU Y PAGO BU;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3754;972;76001;1100;CTRO RECAU Y PAGO TU;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3755;973;76001;1100;CTRO RECAU Y PAGO CO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3761;974;76834;1079;GB TULUA;TULUA;210;2;4102020015;2;MUNICIPIO;ACTIVO;1
3762;975;76622;1092;GB CENTRO EFECTIVO ROLDA;ROLDANILLO;119;2;4102020015;2;MUNICIPIO;ACTIVO;1
3764;976;76001;1100;CTRO RECAU Y PAGO SB;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3765;977;76001;1100;CALI NUEVA 0903;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3766;978;76001;1100;CALI NUEVA 0802;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3767;979;76001;1100;CENTRO DE RECAUDO Y PAGO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3769;980;76250;1088;CTRO EFEC EL DOVIO;EL DOVIO;113;2;4102020015;2;MUNICIPIO;ACTIVO;1
3770;981;76606;1075;CTRO EFEC RESTREPO;RESTREPO;118;2;4102020015;2;MUNICIPIO;ACTIVO;1
3771;982;76863;1095;CTRO EFEC VERSALLES;VERSALLES;211;2;4102020015;2;MUNICIPIO;ACTIVO;1
3772;983;76001;1100;OFICINA MOVIL N 3;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3773;984;76001;1100;OFICINA DE REPRESENT CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3775;985;76001;1100;UNEN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3777;986;76001;1100;COORD DE CAPACITACIO;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3779;987;76001;1100;CANALES ALTERNOS;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3780;988;76001;1100;HELP DESCK CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3781;989;76001;1100;PUNTO ESPECIA LIMONA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3782;990;76001;1100;PUNTO ESPECIA FLORA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3783;991;76001;1100;PUNTO ESPECIAL PRINCIPAL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3784;992;76001;1100;CAICEDONA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3785;993;76001;1100;SEVILLA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3788;994;76001;1100;MULTIFUNC CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3790;995;76001;1100;PPTO OFICINA NUEVAS 2010 CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3792;996;76001;1100;DAVIPORT PREMI CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3793;997;76001;1100;PUNT ESPE GOBER VALL;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3795;998;76834;1079;CENTRO EFEC TULUA;TULUA;210;2;4102020015;2;MUNICIPIO;ACTIVO;1
3796;999;76001;1100;CTRO EFECT BUGA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3797;1000;76001;1100;TRANS MUNI POPAYAN;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3798;1001;76001;1100;CTRO PROFICINA VALLE CAUC;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
3799;1002;76001;1100;CANAL ALTER VALLE;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
4610;1003;76001;1100;CALI 1;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
4611;1004;76001;1100;CALI 2;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
4711;1005;76001;1100;LA FLORESTA;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
4712;1006;76892;1109;YUMBO;YUMBO;595;2;4102020015;2;MUNICIPIO;ACTIVO;1
9550;1007;76001;1100;LAB CALI;CALI;106;2;4102020015;2;MUNICIPIO;ACTIVO;1
282;1008;8001;146;COORDINACION ADMINISTRATIVA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
223;1009;8001;146;COORDINACION CARTERA Y COBRANZAS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
253;1010;8001;146;COORDINACION COMERCIAL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
3801;1011;8001;146;COORDINACION DE CAPACITACION;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
222;1012;8001;146;COORDINACION DE CREDITO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
208;1013;8001;146;COORDINACION DE GESTION HUMANA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
233;1014;8001;146;COORDINACION DE NEGOCIOS ESPECIALES;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
207;1015;8001;146;COORDINACION DE OPERACIONES SUC BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
214;1016;8001;146;COORDINACION JURIDICO DE COBRANZAS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
209;1017;8001;146;COORDINACION REGIONAL DE NORMALIZACION EMPRESARIAL PYME Y AGROPECUARIO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
220;1018;8001;146;DEPARTAMENTO PREMIUM Y FILIALES DEL EXTERIOR SUC BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
204;1019;8001;146;DEPARTAMENTO VENTAS COMERCIO Y VEHICULOS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
202;1020;8001;146;GERENCIA DE ZONA COSTA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
8150;1021;8001;146;GERENCIA REGIONAL CORPORATIVA COSTA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
203;1022;8001;146;JEFATURA DE ZONA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
272;1023;8001;146;OFICINA 11 DE NOVIEMBRE;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
284;1024;8001;146;OFICINA ALTO PRADO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
276;1025;8001;146;OFICINA AMERICANO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
296;1026;8001;146;OFICINA BUENAVISTA II;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
262;1027;8001;146;OFICINA CALLE 76;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
268;1028;8001;146;OFICINA CALLE 82;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
266;1029;8001;146;OFICINA CALLE 93;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
271;1030;8001;146;OFICINA CARRERA 38;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
277;1031;8001;146;OFICINA CARRERA 43;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
241;1032;8001;146;OFICINA CORPORATIVA Y EMPRESARIAL BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
285;1033;8001;146;OFICINA CUARTEL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
261;1034;8001;146;OFICINA EL PRADO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
257;1035;8001;146;OFICINA PANORAMA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
279;1036;8001;146;OFICINA PARQUE WASHINGTON;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
260;1037;8001;146;OFICINA PASEO BOLIVAR;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
280;1038;8001;146;OFICINA PLAZA DEL PARQUE ANTES EXITO BUENAVISTA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
256;1039;8001;146;OFICINA PLAZA NORTE ANTES CENCOSUD JUMBO ALTOS DEL PRADO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
275;1040;8001;146;OFICINA PRINCIPAL BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
270;1041;8001;146;OFICINA SEMINARIO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
297;1042;8758;150;OFICINA SOLEDAD;SOLEDAD;139;2;4102020015;2;MUNICIPIO;ACTIVO;1
292;1043;8001;146;OFICINA VIA 40;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
252;1044;8573;149;OFICINA VILLA CAMPESTRE;PUERTO COLOMBIA;138;2;4102020015;2;MUNICIPIO;ACTIVO;1
3802;1045;8001;146;OFICINA VIVA BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
221;1046;8001;146;SUBGERENCIA DE FINANCIAMIENTO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
206;1047;8001;146;SUBGERENCIA DE TALENTO HUMANO REG CARIBE;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
205;1048;8001;146;COORD CCIAL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
211;1049;8001;146;COORD DE CARTERA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
212;1050;8001;146;SECRE DE MOVILI III;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
213;1051;8758;150;OFICINA GRANABASTOS;SOLEDAD;139;2;4102020015;2;MUNICIPIO;ACTIVO;1
215;1052;8001;146;OFICINA DE PRESEN BARRAN;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
216;1053;8001;146;CALLE DE JESUS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
217;1054;8001;146;SECRE DE MOVILI II;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
218;1055;8001;146;ALCALDIA DE BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
219;1056;8001;146;TRANSITO DE BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
224;1057;8001;146;COORD REG NORM PJ;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
225;1058;8001;146;PUNTO ESPEC SEDE CORD 1;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
226;1059;8001;146;PUNTO ESPEC SEDE CORD 2;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
227;1060;8001;146;RAPICADE COLECHERA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
228;1061;8001;146;PUNTO ESP TRANS M BA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
229;1062;8001;146;SECR MOVILID BARQ PR;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
230;1063;8001;146;BQUILLA TESORERIA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
231;1064;8001;146;TRANS SABANAGRANDE;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
232;1065;8001;146;TRANSIT PUETO COLOMB;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
234;1066;8001;146;TRANSITO ATLANTICO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
235;1067;8001;146;UNIVERSI DEL ATLANTI;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
236;1068;8001;146;RED MULTICOLOR BQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
237;1069;8001;146;TELEFONO ROJO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
238;1070;8001;146;ESPEC MOVI PUERTO CO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
239;1071;8001;146;ESP MOVI VILLA OLIMP;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
240;1072;8001;146;SUBGERENCIA ADMINIST;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
242;1073;8001;146;VIVA BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
243;1074;8001;146;MULTIF BARRANQUILLA;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
244;1075;8001;146;CTRO PROFICINA ATLANTICO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
245;1076;8001;146;DAVIP PREMIUM BQUILL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
246;1077;8001;146;COSTA II;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
247;1078;8001;146;RETAIL INTERC BQUILL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
248;1079;8001;146;PPTO OFICINA NUEVAS 2010 BARR;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
249;1080;8001;146;CENTRO DE RECAUDO Y PAGO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
250;1081;8001;146;CENT DE OPE BARRANQU;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
251;1082;8001;146;EXT CAJAS MONOMEROS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
254;1083;8001;146;OFICINA MOVIL NO 10;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
255;1084;8001;146;OFICINA MOVIL NO 4;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
258;1085;8001;146;MIRAMAR;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
259;1086;8001;146;CTRO PAG REC CRA 53;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
263;1087;8001;146;MURILLO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
264;1088;8001;146;VIA AEROPUERTO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
265;1089;8001;146;EL VIVERO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
267;1090;8001;146;OFICINA CALLE JESUS;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
269;1091;8001;146;VIA 40;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
273;1092;8758;150;METROPOLITANO;SOLEDAD;139;2;4102020015;2;MUNICIPIO;ACTIVO;1
274;1093;8001;146;BARRANQUILLA 2;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
278;1094;8001;146;CALLE 77;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
281;1095;8001;146;CARULLA VIVERO MURIL;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
283;1096;8001;146;BS ZONA 1;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
286;1097;8001;146;GB GRANCENTRO;BARRANQUILLA;137;2;4102020015;2;MUNICIPIO;ACTIVO;1
